id,open_edges
4380,41664-42414-42689-43300-43308-43346-43432-44147-44442-44512-44671-44844-45156-45184-45581-46300-47528-50334
4381,41668
4382,41670
4383,41672-41678-41903-41907-41912-41915-41917-42000-42159-43431-43954-48192-50523
4384,41684
4385,41692
4386,41697
4387,41701-42765-44967-46105-47501-48413-49118-49135-50109-50223-50378-50781-58535
4388,41736-41738-41741-41745-41746-41748-41751-41753-41755-41763-41765-41767-41775-41957-41959-41965-41973-41979-41988-41990-41993-41995-41996-42003-42007-42023-42024-42026-42033-42035-42037-42045-42047-42059-42071-42079-42080-42098-42100-42127-42220-42265-42269-42307-42340-42342-42801-42901-42931-42968-42971-42991-42993-42995-42997-42999-43002-43012-43014-43022-43030-43036-43048-43064-43067-43069-43075-43079-43081-43083-43085-43087-43089-43091-43092-43094-43415-43417-43419-43421-43449-43460-43468-43486-43605-43610-43664-43676-43682-43691-43693-43704-43711-43713-43891-43892-43899-43944-43946-43949-43955-43991-44057-44063-44066-44071-44095-44149-44152-44173-44394-44656-44667-44749-44756-44882-44886-44968-44971-45373-45374-45376-45379-45908-45913-45918-45944-45950-46151-46313-46844-46848-46865-47137-47197-47341-47552-47765-47807-48098-48107-48598-48609-48856-48866-48869-48992-48997-48998-49000-49125-49126-49129-49750-49752-49754-49756-49759-49879-50538-50608-50665-50698-51041-51063-51263-51330-51376-51389-51395-51425-51428-51472-51587-51839-51841-52110-52286-52371-52373-52375-52388-52390-52761-52926-53042-53625-53953-54177-54184-54302-54452-54457-54469-54470-54758-55072-55778-55991-56229-56536-56539-56540-56635-56726-56871-56916-57019-57563-58474-58482-58490-59057-59235-59377-59379-59458-59475-59480-59483-59487-59490-59493-59499-59637-59643-59725-60284-60415-60682
4389,41779
4390,41784-41786-42077-42107-42109-42110-42112-42128-42140-43265-43759-44192-44354-47733-49179-50475-53125
4391,41792-41944-41968-42582-42594-42688
4392,41797-41805
4393,41800
4394,41801-41852-43232-44098
4395,41803-56545-58527
4396,41855-41999-53062-53078-58818
4397,41887
4398,41910-41918-46934
4399,41938-42092-42115
4400,41947-42145
4401,41948-42178-42502-43951-46014-46034-46057-46059-46063-46067-46071-46076-46078-46082-46096-46099-46100-46107-46198-46211-46214-46216-46391-46392-47107-47867-49734-49736-49738-54230
4402,41977-42574-42793
4403,42012-42487-42504-42509-42624-42627-42687-44041-44047-44267-44281-44347-44803-44849-44850-45892-45898-45903-45923-45929-45958-52659-52980-53287-54350
4404,42041-42051-42822-42899-42979-42981-43055-43271-43276-43278-45453-46043-47213-47587-54992
4405,42075-43143-43149-43719-50447
4406,42091
4407,42116-43301-43309-43436-43444-43586-46075
4408,42119-42173-43941-44241-48619-48623-50784-51192-52038-52072
4409,42146-48630-48823-53666
4410,42157
4411,42171
4412,42222-43717
4413,42233
4414,42234-42236-42238-42241-42242-42245-42246-42257-42259-42261-42262-42264-42266-42268-42279-42280-42282-42285-42286-42289-42298-42301-42303-42305-42308-42311-42313-42314-42319-42321-42322-42324-42326-42329-42331-42333-42344-42346-42349-42350-42399-42796-42798-42802-42804-42806-42808-42810-42903-42904-42906-42909-42910-42912-42929-42950-42952-42954-42956-42958-43017-43019-43020-43032-43035-43038-43053-43054-43056-43113-43114-43117-43118-43120-43123-43124-43127-43349-43352-43424-43451-43458-43463-43464-43467-43473-43474-43483-43485-43608-43613-43668-43672-43674-43679-43681-43708-43776-43880-43883-43888-43895-43943-43950-43952-44064-44068-44072-44074-44114-44144-44151-44154-44380-44392-44627-44662-44747-44753-44879-44881-44972-45173-45308-45366-45371-45381-45390-45914-45921-46145-46146-46149-46213-46268-46293-46307-46308-46557-46842-46856-46858-46862-46867-47138-47143-47796-48104-48112-48596-48602-48604-48607-48781-48858-48860-48862-48864-50096-50336-50981-51042-51050-51060-51374-51381-51427-51430-51466-51470-51679-51848-51850-51914-51916-51918-52078-52365-52376-52378-52386-52436-52518-52634-52791-52938-53022-53040-53299-53314-54182-54205-54465-54467-54771-55559-56010-56530-56645-56647-56649-57200-57535-57808-58043-58093-58472-58486-58488-58799-58805-59044-59124-59365-59478-59568-59667-60353-60852
4415,42274
4416,42294-42353-43492-43687-45636-45640-46595-47324-47565-51509-57208
4417,42385
4418,42387-42437-43861-43863-45607-46965
4419,42390
4420,42393-42394-42409-60747-60748
4421,42401-42663-42710
4422,42402-42974-45686-45694-45700-45768-46734
4423,42416-42418
4424,42420
4425,42429-42431-42629-44792-44794-44804-47251-47342-47561-48062
4426,42434-43244-43646-43652-43740-43770-43836-43882-43906-43910-43912-43984-44236-44368-44610-48084-48562-52364-52460-52598-52902-53116-53144-53610-54176-55292-55694-56956
4427,42449
4428,42453-42454-42456-42459-42480-42536-42572-42578-43862-45606-46799-47093-47180-47336-47339-47344-49262-53464-55267-55268-55344-55378-55380-55382-55404-55726-56195-58404-58407-58409-58449-58830
4429,42461-44400-47272-52296
4430,42465-42541
4431,42466-42471-42475-42479-42485-42754-42924
4432,42468-47602-54374
4433,42482
4434,42496-42520
4435,42507-43698-43701-43914-43932-44372-44655-44900
4436,42510-42742-43934-45317-45318-47402-47430
4437,42513-42896-43289-43291-43293-43295-43299-43312-43330-43335-43397-43399-43848-43887-44649-44932-45139-45248-45254-45354-55977
4438,42533
4439,42547-46933
4440,42580
4441,42583-42595-42691-42851-43437-43445-45069-45087
4442,42604
4443,42613
4444,42621
4445,42650-42653
4446,42654-47205
4447,42679-42772-42880-44352-44418-44588-44681-44762-45978-47384-47968-55568
4448,42680-42734-42736-42738-42740-43775
4449,42709
4450,42711-42715-43201-44007-44121
4451,42720-46688
4452,42747-54213
4453,42749
4454,42751-43732-43737
4455,42852
4456,42855-43347-43433-43555-43639-45561
4457,42870-42872-42874-42878-42882-42884-42886-42888-43237-43343-43557-43804-43989-44234-46789-56744
4458,42877
4459,42921-42927
4460,42934-42940-42942-42977-42983-42984-42987-42988-43046
4461,42936-42939
4462,43042
4463,43044-46804-47792
4464,43115
4465,43130-49871-52450
4466,43131-44055-44081-44083-44085-44175
4467,43150
4468,43194
4469,43197-43202-43204-47986-48040-48042-48266-48268-48648
4470,43207-43208-43268-43272-43286-43426-43738-43858-43982-43988-43990-43992-44184-44186-44314-44402-44404-45000-55193-55282-57332
4471,43234-43835-52139
4472,43252
4473,43297-43303-43306-43315-45828-46223-47451-47822-47828-48699
4474,43311-43632-50396
4475,43316-43638-45560-45562
4476,43318-43572
4477,43340-47701
4478,43400-43403-43406-43438-43454-44128-46234
4479,43404-43864-44003-44122-44257-44304-44426-44429-44430-44438-44443-44513-45019-45980-45982-46221-46747-47957-48280
4480,43475-52637
4481,43476-45136-45632
4482,43495-51689-54219-54549-54551-54873-54941-55161-55173-55175-55543-57271
4483,43497-43853-43877-43905-44135-44189-44357-44587-46193-46345-47061-47063-47075-47077-47079-47291-47481
4484,43539-44167
4485,43549
4486,43575-43579-43581-43584-43636-43651-43657-43683-44179-44185-44733-44734-44988-45098-45117-46565-46669-47389-47390-49919-50798-51843-52060-52143-55613-56435-56500-56959-57234-57237-57242-57245-57247-57813-58117-58345-60143-60753-60755-60757
4487,43599-44947
4488,43623
4489,43627
4490,43645
4491,43703
4492,43714-43742-43878-43940-44240-44744-60002-60062-60130-60305
4493,43716-57609
4494,43721-47103
4495,43724
4496,43756-45103
4497,43780
4498,43790
4499,43807-47021
4500,43809
4501,43815
4502,43820
4503,43826
4504,43831
4505,43833
4506,43843-48211-48291
4507,43857
4508,43920
4509,43923
4510,43925
4511,43927
4512,43928
4513,43930-46074-46586-50624
4514,43937
4515,43939
4516,43972-44045-44238-44242-48057
4517,43999
4518,44000-53669-53670-53672
4519,44026-44029
4520,44036-44142-44245-44247-44251-44271-44273-44275-44277-44297-44298-44303-44362-44659-44761
4521,44039
4522,44042-44051-44325
4523,44078-44146-44670-44708-45796-45800
4524,44105
4525,44116
4526,44118-44840-45404-45407-47879-47881-52302-52619-60082
4527,44130-47172-50270
4528,44163-44249-44350-44358-44375-44726-44738-44740-44943-45163-47452-50157
4529,44269-44289-46947
4530,44279-44283-44301-44385-44387-45035-45043-45323-47089-56501
4531,44287-47207
4532,44305
4533,44307-44473-44475-45197-45198-45200-48811-48863-49767-49905-49907-51493-56754
4534,44330
4535,44366-49967
4536,44389-44397
4537,44417-45574-45623-47509-48185-48371-50146-50163
4538,44424-45208
4539,44437-50567-51198
4540,44478
4541,44490
4542,44509-59982-59990
4543,44516-44526
4544,44519-44528
4545,44530
4546,44533-44601-46633-54653
4547,44541-49963
4548,44543-44551
4549,44545-44797-45119-45125-52003
4550,44562
4551,44595-44596-44647-46741-46743-46744-46746-46749-47385-47386-47424-49711
4552,44621-45439-45540-46863-50745-50967-51188-53977-54021-54455-55372-55697-55813-56537-56953-57644
4553,44625
4554,44629-45585-45663-49149
4555,44672-44946-45006-47042-51286-51289-51291-51321-51953-51957-51958-51970-52853
4556,44677-44769-44853-47442-47782-47784-47876-47882-47884-57077
4557,44685-44697
4558,44731-60515
4559,44771-44787-44789-44801-44807-44809-44817-44961-44963-44965-45077-45079-45111-45145-45226-45240-46407-48071-48081-49395-54983
4560,44774-44800-44816-44852-45110-45220-45243-45258-45270-45278-45298-45305-46408-48073-48213-49082-50312
4561,44781-44819-44836-46733
4562,44786-44873-44918-44937-44941-45027-45157-45185-45555
4563,44790-44798
4564,44843-45723-45729-45731-51332-52283-52319-60525-60637
4565,44847-44985-45283-45327
4566,44854-45779-47231
4567,44857-45624
4568,44869
4569,44875
4570,44877-44939-44945-44953-45013-45015-45033
4571,44915-50463-52344-52420
4572,44951-44958-45897-46335-48701-49250-49753-51067-52100-52805-54115-57273-57315-58724
4573,44977-45494-45688-47264
4574,44983
4575,44997
4576,45004-45022
4577,45016-45070-45073-45467-45567-46876-47642-47693-47694-47771-48697-49235-51015-54867-58104
4578,45031
4579,45089-45090-45094-45097-45100-45102-45104-45106-45108-45113-45114-45140-45142-45146-45150-45153-45154-45166-45172-45176-45232-45370
4580,45122-45239-45409
4581,45133
4582,45149-45159-45473-53326-59790-59792
4583,45160-45175-45287-45310-45334-45357-45359-45491-45495-45608-45854-45911-46191-46240-47815-48146-51545-52328
4584,45171
4585,45209-45546-45569-45621-46550-47381-47383-52331-53203-54281
4586,45211-45455-49923
4587,45212
4588,45213
4589,45227-45955-45957-46273-46337-46341-49715
4590,45237-45275-60574-60861
4591,45245-45247-45458-45464
4592,45256
4593,45280-45295-45297-45300-45303-45362-45419-56492
4594,45345-50239-52099-52101-52103-52105-52119-52222-52225-52227-52383-57457
4595,45352-47016
4596,45421-45642-46050-46068-46210-46346-46588-46722-47310-47400-48438
4597,45422-48148-49966-53096-53662-55340-55740-56034-56098-57564-58022-58024-58465-58467-58469-59366-59638-59834-60476
4598,45446-45460-45502-45504-45507-45508-45510-45513-45514-45517-45518-45520-45522-45524-45526-45528-45532-45538-46271-46882-46884-46886-46888-46891-46892-47184-47186-47188-47191-47192-47194-47196-47198-47214-47466-47868-47870-47872-47874-48728-48842-48844-48846-48848-48850-48852-48854-48990-49898-50762-51440-52503-54276-54282-57144-58084-59882-59888-60012-60048-60050-60086
4599,45474-45477-45579-45717-45719-45721-45813-45873-47739-48777-51677
4600,45552
4601,45554-45556-46790
4602,45580-47334
4603,45587-45591-45703-45757-45808-46260-47754-49946-50610-51157-51160-52442-52541
4604,45599-45877-46209-46401-48932-48982-52653-52713-54075-55198-55309-57444-58199-58461-58741-59537-59713
4605,45603
4606,45605
4607,45609-52091-52093-52173-52175-52177-52499-52807-54045-54047-54323-54325-54327-56063-56115-59289-60653
4608,45620-45625-45626-45653-45759-45799-46500-52889-53596-58823
4609,45629-45835
4610,45631-45797-45801-45875-59489-59495
4611,45634-47248
4612,45639-45924-49215-50459-51880-51940-51943-51944-51947-52088-55002-55005-55011
4613,45647
4614,45649
4615,45651
4616,45658-45660
4617,45682
4618,45696-45699
4619,45705
4620,45707
4621,45709
4622,45713-45715-45771-45773-45775-45785
4623,45724-46351-46352-46354-46358-46361-46427-46483-46494-46567-46569-46571-46585-46644-46649-46650-46658-46674-46727-46809-46857-47585-51873
4624,45737
4625,45739
4626,45740
4627,45743
4628,45745
4629,45747
4630,45749
4631,45750
4632,45753-47257-51907
4633,45767
4634,45804
4635,45810-52641
4636,45833-45845-46101-47649-47805-47811
4637,45836-46231-55780
4638,45857
4639,45867-45953-47029
4640,45868-46030-46328
4641,45871-46013
4642,45886-45942-46000-46002-46233-47990
4643,45889
4644,45891
4645,45900-47023
4646,45932-46660
4647,45936
4648,45939-51055-51294-51402-51405-51754-52393-54162-55112-55376-55384-55389-55644-55720-55815-58425-58430-58838-59854-60221-60223-60716
4649,45940-46642-48048-48702-48816-49083-49175-49394-49398-49403-49452-54110-54272-55544
4650,45946-46838-49234-49324-49848
4651,45966-45968-45988-46205-46399-47379-49109-54248
4652,45994-48144
4653,45996-46009-46011-46032-46225-46226-47953-54016-54025-54027-54028-54031-54033-54037-54038-54040-55533
4654,45998-46982
4655,46006
4656,46018-53176-53425-53750-53952
4657,46022-56944
4658,46046-46200-46203-47260
4659,46049-46502-46504-47967-48067-51265
4660,46095
4661,46109-46139-46141-46812-49026
4662,46156-46185-46244-46320-46480-47696-47699-48878-49012-55370
4663,46176-46182-46224
4664,46194-46196-46253-46254-46278-46815-46817
4665,46248-46256-46258-55484-55496
4666,46263-46275-46349-46693-46773
4667,46281-46350-46482-46720-47067-50054-50574-50580-50682-50724-51066-51436-56414-56570-56963-57314-58019-58227
4668,46284
4669,46295-46296-46339-46441-55929-55931-57781-57785-59313
4670,46301-46314-47922-47929
4671,46319
4672,46323-47550-47553-48903-48995
4673,46324-50266
4674,46357-47229
4675,46404-46818-47554-49094
4676,46446-55534-55536
4677,46451-47556-47619-47621-47622-47624-47627-47628-47631-48422-49188-50525-50768
4678,46452
4679,46459-54333
4680,46461-50535-56069-56542-56729-56743-56747-56767
4681,46462-52406-52410-52428-52438-53882-57142-58452-58840-60016
4682,46465
4683,46473-46545-46576-46580-46597-46625-46636-46667-46671-46672-46675-46710-46841-48255-48257-50061-50187-50189-54904-55157-55159-55167-55169-55435-55441-56107-57105-58481-58495-58503-58507-59949-60424
4684,46474-46484-46590-47757-48005-48105-48513-49103-49353-49392-49397-49686-49775-50116-50180-50183-50185-50674-50889-51653-51992-52403-52549-52691-52714-54233-54234-54251-54379-54471-54708-55078-55087-55339-55343-55427-55675-55848-55870-55876-55878-55881-55883-55884-55974-55988-56139-56377-56523-57151-57217-57451-57659-58567-59247-59269-59503-59505-59641-60239-60386
4685,46491
4686,46503-46505-46506-46553-47613-47971-48015
4687,46555-46953
4688,46560-46562-46606
4689,46579-59623
4690,46582-48708
4691,46598
4692,46605-46731
4693,46621-46629
4694,46639-46929-50508
4695,46641-50509
4696,46647-46653-46655-46657-46703-47167-47169-47179-50717-53511-55003
4697,46663-46665-46927
4698,46690-46896-47837-51550-52311-54950-57047-57679-57703-57712-57718-57721-57951
4699,46695-46696-46698-46707-46709-46713-46763
4700,46716-46718-47836-51383-58224
4701,46717-46719-46776-46801
4702,46738-49656
4703,46754-46758-47706-47736-47746
4704,46757-46778-46785-46925-47141
4705,46761-46787-46795-47294-47477-47478
4706,46781-47297-47305
4707,46873
4708,46895
4709,46900
4710,46920
4711,46930
4712,46937
4713,46941-46942-46948-46950-46954-46956
4714,46961-55483-60412
4715,46962
4716,46973-48493-49005
4717,46979
4718,47026
4719,47044
4720,47055-47056
4721,47072-47492-47498-47500-60420
4722,47087-47293-49845
4723,47154-47541-47697-49823-49965-50390-53639
4724,47159-47161-47163-48237-49921-58812-58819-59071-59819-60015-60025-60033-60165
4725,47181-47337
4726,47183-47525-47527-47633
4727,47209
4728,47210-51856-55836-57944-57976-58016-58462-60680-60712-60854-60856
4729,47219
4730,47232
4731,47238-47640
4732,47303-47307
4733,47312
4734,47316-47318-47320-47705-48435-48726-48729-48731-59699-60795-60801-60838
4735,47346
4736,47353-47360-47369-47372-47392-47398-47562-47564
4737,47356-47358-47362-47366
4738,47405
4739,47407
4740,47408
4741,47410-60612
4742,47413
4743,47415
4744,47416
4745,47419
4746,47421-47429
4747,47423
4748,47433-57362
4749,47448-47454-47832-48536-48538-48818-48822-48824-48828-48893-48955-48968-48984-48986-49900-49908-50928-50930-50934-50936-50938-50943-50978-50984-52186-52458-54672-55132-59254-60302
4750,47460-48383
4751,47471
4752,47472-50616-51190-52828-56261-57874
4753,47496-50288
4754,47503
4755,47511
4756,47518
4757,47535-56193
4758,47566
4759,47594-50722
4760,47615-49703-50056-51541-52120
4761,47616-47738-47974-48079-48424-49069-49070-49075-50544-56189-57769-57770-57818-57822
4762,47656
4763,47674
4764,47721
4765,47731-47769-50621-51926
4766,47740
4767,47749-47783-47785-58350-58599
4768,47751
4769,47787-50980-51380-51834-51836-51838-51840-52064-52080-52208-53752-53808-54005-54020-55872-56528-59384
4770,47791
4771,47795-48017-48045-60631
4772,47803-47891
4773,47818
4774,47820
4775,47830-47834-47939-47942-47946-47949-47950
4776,47841
4777,47843
4778,47844
4779,47847
4780,47848
4781,47851
4782,47853
4783,47855
4784,47857
4785,47859
4786,47861
4787,47863-50607
4788,47865
4789,47896-55387
4790,47933-47934-51543
4791,47941-47945
4792,47956-48575-50392
4793,47966-47970-48014-48066
4794,47973-48174
4795,47977-48121-48264-48411-48540-48710
4796,47981-48016-48051-48054-48056-48069-48106-48137
4797,48027-48453-49747-50032-57994-57997-57999-58103-58105
4798,48036-48038
4799,48055-48301
4800,48059-50971-53693
4801,48064-48408-50514-50516-50518-50520-50522
4802,48070-48072-48080-48212-49174
4803,48082-53098-53907-59050-59083
4804,48093-48417
4805,48139-48721
4806,48141-48193-53204
4807,48154-48203-48205-48451-48659-48704-48706-48821-48833-48834
4808,48160-48187-52897-55995
4809,48168-48218
4810,48170
4811,48177-48179-48547-48957-49153-49165
4812,48190
4813,48194-48196-48198-55500
4814,48202-48448-48658-48714-48722-48830
4815,48263
4816,48299
4817,48327
4818,48329
4819,48331
4820,48333
4821,48335
4822,48337
4823,48339
4824,48341
4825,48343
4826,48345
4827,48347
4828,48349
4829,48351
4830,48353
4831,48355
4832,48357
4833,48405
4834,48412-49035-49225
4835,48415
4836,48418-48426-48578-48634-48812-48958-48963-48981-48988-49106-49173-49800-51972-55352-56652-56751-57102-57806
4837,48431-48651-53032
4838,48433
4839,48436-48569
4840,48443
4841,48445
4842,48491
4843,48520-48523-48524-48526-48529-48531-48532-48534-48665-48666-48668-48670-48673-48675-48677-48678-48680-48683-48684-49036-49038-49040-49042-49045-49046-49049-49051-49052-49054-49057-49058-49060-49872-52478-53644-53646-53648-53650-53653-53654-53656-53658-53660-53663-55252-55341-55782-56460-56551-57463-60394-60396-60398-60400
4844,48543-59939
4845,48555-48615-48637-48703-48817-48839-48871-48873-48881-48885-48887-50099-50381-50571-50577-51023-51575-52967-56267-56427-56737-57145-58579-58581
4846,48567
4847,48576-51534-52150
4848,48577-51535
4849,48586-48638-48698-48732-48734-48776-51306-51312-51776-51810-51814-51996-52015-52976-56656
4850,48591
4851,48610-49063-49065-49066-57752
4852,48611-49134-49284-50111-50417-51842-52118
4853,48621-50651-52563
4854,48645
4855,48737-49278-49281-49282-49286
4856,48740-50337-51061-51547
4857,48744-48746-48748-49164-49166-49168-49170-49176-49178-49180-49182-49192-49400-49712-49849-53132-60304-60344
4858,48764-48766-48769-48770-57196-57198-57201
4859,48773-49219
4860,48840-49331-51960
4861,48841
4862,48904-48991-49003-49091-49158-49160-51021-51494-51579-51580-51623-51682-52494-52500-52504-52978-53178-53461-53605-54167-54169-54203
4863,48909
4864,48911-55422-55795-55805-55807-55809-55821-55822-55845-55847-55857-55859-55861-56119-56237-56416
4865,48917
4866,48922
4867,48936-48942-48953-49025-49694
4868,48940
4869,48948-48961-48965-49019-54667-54676
4870,48971-49099-53949-54715-55299-55319
4871,49020-49948
4872,49023
4873,49073
4874,49077-49079
4875,49089-49093
4876,49096
4877,49114-51036
4878,49120
4879,49133-57137
4880,49150
4881,49156-49981-49986-49988-50007-50462-51022-51574-58564
4882,49186-50618-50622-50637-50641-50699-50701-50712-50714-50733-50738-50759-51158-51397-52451-52891-57551-59674
4883,49190-49196-49198-49226-49258-49264-49846-53422-54309-54522-54651-55331-55584-55896-56144-56147-56422
4884,49195-49223-49351-50333
4885,49201-49641-51578-51622
4886,49202-49207-49220-52562
4887,49228
4888,49239-49797-51273-52052-52169-53612
4889,49240-49248-49253-49254-49257-49267-49269-49639-49843-50043-50045-50276-50285-50293-50706-50719-50742-50839-50841-50842-50848-51257-52843-52981-53007-53015-53131-54267-55321-55553-55797-55892-55958-56137-56293-56495-57163-57215-57310-58439-59803
4890,49243-49274-49303-58447
4891,49251-49285-50077
4892,49270-49272-52480
4893,49290-49293-49294-49297-49299
4894,49333
4895,49335
4896,49354-50024-51438-59914
4897,49357-49404-49406-49408-49410-49412-49414-49416-49418-49421-49422-49425-49426-49428-49431-49433-49435-49437-49438-49440-49442-49444-49446-49449-49450-49454-49457-49458-49461-49462-49465-49466-49468-49470-49472-49475-49476-49479-49480-49482-49484-49486-49488-49491-49492-49494-49497-49499-49500-49502-49504-49506-49508-49510-49512-49514-49516-49518-49520-49522-49524-49526-49529-49530-49533-49534-49537-49538-49540-49543-49545-49547-49549-49550-49552-49554-49556-49558-49560-49562-49565-49566-49568-49570-49572-49575-49576-49578-49581-49582-49584-49587-49589-49590-49593-49594-49596-49598-49600-49602-49605-49606-49608-49610-49612-49615-49617-49618-49621-49623-49624-49626-49628-49630-49633-49634-49637-49642-49644-49647-49648-49651-49652-50718-51632-52604-52614-52992-52995-53370-53376-53378-53470-53475-53820-53826-53829-53830-53832-53865-53866-53869-53870-53978-54062-54064-54066-54069-54070-54076-54078-54081-54082-54085-54611-54878-58440-60307-60518-60553
4898,49359
4899,49361
4900,49363
4901,49365
4902,49367
4903,49368
4904,49370
4905,49373
4906,49375
4907,49377
4908,49379
4909,49381
4910,49383
4911,49385
4912,49387
4913,49389
4914,49391
4915,49405
4916,49407
4917,49409
4918,49411
4919,49413
4920,49415
4921,49417
4922,49419
4923,49420
4924,49423
4925,49424
4926,49427
4927,49429
4928,49430
4929,49432
4930,49434
4931,49436
4932,49439
4933,49441
4934,49443
4935,49445
4936,49447
4937,49448
4938,49451
4939,49455
4940,49456
4941,49459
4942,49460
4943,49463
4944,49464
4945,49467
4946,49469
4947,49471
4948,49473
4949,49474
4950,49477
4951,49478
4952,49481
4953,49483
4954,49485
4955,49487
4956,49489
4957,49490
4958,49493
4959,49495
4960,49496
4961,49498
4962,49501
4963,49503
4964,49505
4965,49507
4966,49509
4967,49511
4968,49513
4969,49515
4970,49517
4971,49519
4972,49521
4973,49523
4974,49525
4975,49527
4976,49528
4977,49531
4978,49532
4979,49535
4980,49536
4981,49539
4982,49541
4983,49542
4984,49544
4985,49546
4986,49548
4987,49551
4988,49553
4989,49555
4990,49557
4991,49559
4992,49561
4993,49563
4994,49564
4995,49567
4996,49569
4997,49571
4998,49573
4999,49574
5000,49577
5001,49579
5002,49580-54124
5003,49583
5004,49585
5005,49586
5006,49588
5007,49591
5008,49592
5009,49595
5010,49597
5011,49599
5012,49601
5013,49603
5014,49604
5015,49607
5016,49609
5017,49611
5018,49613
5019,49614
5020,49616
5021,49619
5022,49620
5023,49622
5024,49625
5025,49627
5026,49629
5027,49631
5028,49632
5029,49635
5030,49636
5031,49643
5032,49645
5033,49646
5034,49649
5035,49650
5036,49653
5037,49654-49658-55234-55284-55564-56202-56578-56762-57048-57385-57394-57740-57742-59718
5038,49661-58743
5039,49662-49664-50067-50301-50320-50468-60235-60643
5040,49680-51457
5041,49682-49886-50026-50040
5042,49689
5043,49691-50713-51159-51973-57039
5044,49693-50227
5045,49697-49698-49701
5046,49713-49716-50914
5047,49805-49807-49837-49877-50633-50835-50837-50859-50861-50863-50869-50921-50923
5048,49808-56388-56393-56394-56399-56412-56840
5049,49825
5050,49844-51460
5051,49851
5052,49858-50167-50168
5053,49868-51014-51048-51860-55258-55261-55436-56580-56734-56962-58018-58102-58806-60333
5054,49881-51247-51435-55278-55335-55337-55408-57090
5055,49884
5056,49893
5057,49911-50051-50317-50575-50581-50987-51292-51329-51459-51994
5058,49924
5059,49927
5060,49929-51053
5061,49931
5062,49933
5063,49942
5064,49950-51016-51086-51088-51104-51275-51276-51296-51390-52776-52778-52786-52790-52867-52870-52890-52894-52903-52910-53024-53164-53171-53416-53514-53576-54436-54868-55052-55273-55296-55760-55810-55818-56276-57766-57897-58241-58242-58306-58338
5065,49993-49995-49997-49999-50001-50003-50005-50245-50573-50695-50697-51445-52457-52767-55539-56917-56951-57923-57925-57927-57929-57931-57933-58251-58707-59045-60817-60819
5066,50018
5067,50047-52775-52781-52929
5068,50053-50093
5069,50058-50063-50065-55997-55999
5070,50069-50079-50097-50101-51051
5071,50076-50112-50416-50418-50421-50423-50424-50426-50512-50780-51454-52098-52128-54170-56233-58364-59034-60000-60162-60168
5072,50084-50091-50144
5073,50087
5074,50089
5075,50107
5076,50119-50123-50125-50127-50141-50155-50161-50171-50177-50179-50191-50369-51453-60909
5077,50121-50152-56431-56453
5078,50156-50158-51531-52421-53053-53061-54058-54060-54492-54506-54547-54863-58029-58045-58973-58975-59003-60555
5079,50173-50175-50233-50260-50901-51175-51477-57381-59314
5080,50207-50213-50219-50277-50653-50747-51035-51481-52313-52329-52427-52487-52777-52911
5081,50210-50214-50216-50220-50856-50917-51181-52982
5082,50222-50263-50305-50427-50542-50601-51487
5083,50228-50231-50246-50248-50251-51479
5084,50268-50281
5085,50273-50737-50853-51485
5086,50278
5087,50291
5088,50297
5089,50298
5090,50306
5091,50308-51488-59300
5092,50315
5093,50323-51357-51592-51878-52082-52124-52152-52154-52270-52272-52276-52512
5094,50325-51496-51774
5095,50335-51254
5096,50343-50344-50347-50349-50351-50362
5097,50354-50356-59832-59844
5098,50365-50367-50370-50376-50504-50507-50530-50818-50824-51911-51912
5099,50373-51501
5100,50382-57646-57649-59306
5101,50385
5102,50388
5103,50399
5104,50401
5105,50403
5106,50405
5107,50407
5108,50409
5109,50411
5110,50413
5111,50415
5112,50439
5113,50442-52278-54052-54094-54189-54190-54511-55194-57962-58760-59728-59938-60484
5114,50451-50453-51241-52163-52165-52425-56923
5115,50461-56331-56333-56335-57195-57359
5116,50466
5117,50472-50474-50476-50479-50480-50482-50485-50487-50632-50726-50832-51446-52538-54334-54844-58582-58590-58593-58644-59399-60321
5118,50488-51507-55721
5119,50490-50497-51449-51573-51603-51605-51644
5120,50499-51502
5121,50501-51203-54685
5122,50526-50586-54265-54274-54277-54505-54813-57227-57229-57331
5123,50529
5124,50550-51058-51213-51536-59858-60159
5125,50560-58889
5126,50561-51773
5127,50590-50596-50598-50602-50666-50670-50778-50882-51172-51778-51786-51789-51791-51792-51797-51798-51802-51807-52624-52628-52948-52951-52953-52954-52956-52958-52960-52966-53580-53582-54126-54699-54707-54718-58204-58842
5128,50592
5129,50593
5130,50609
5131,50613
5132,50615-55411
5133,50617-51191
5134,50625
5135,50654
5136,50656
5137,50659-56325
5138,50660-50744-50788-50794-50796-51372-52564-52566-52571-52590-52720-52851-52974-53730-53732-53972-59376-60376-60378
5139,50663-53083-55905-55917-56157
5140,50680-52610-52616-52620-54320-54336
5141,50686-52028
5142,50692-51670-52723-53104-53107-53108-53110-53113-53115-53117-53119-53121-53123-53124-53127-53128-53431-53740-54260-54262-54270-54279-54502-54559-55104-55128-58234-58643-59722
5143,50708-51243-51813
5144,50720
5145,50749-52016-55561
5146,50750-51195-52315-52405
5147,50761-50763-50767-55669-55671-55677
5148,50765
5149,50772-50891
5150,50775-50777-51852-51909-51928-52159-57909-57989-58001-58006-58020-58032-58244-58263-58332-58344-58359-58366-58523-58525-58551-58595-58896-59983
